recId,type,legal_name,trade_name,street_address,registration_number,date_first_registered,registration_begins,registration_ends,establishment_status,supervisor_no,supervisor_name,successor_no,successor_name,active,SeqNumber,seqLength,displayLatitude,displayLongitude,locationLabel,houseNumber,street,district,city,postalCode,county,state,country,zip_code_match,original_zip,name_short,independent,name_simplified,category
12702,PHARMACY,SUTTER PHARMACY INC.,RX FOR YOU,"1767 SOUTHERN BLVD. BRONX, NY 10460-0000",35400,2017-05-05,2017-05-05,2017-12-22,DISCONTINUED,,,,,False,1.0,1.0,40.83769,-73.88799,"1767 Southern Blvd, Bronx, NY 10460, United States",1767,Southern Blvd,Crotona Park East,Bronx,10460.0,Bronx,NY,USA,1,10460,SUTTER,True,SUTTER PHARMACY INC,INDEPENDENT
12703,PHARMACY,SUZMO INC.,BROOKLYN PHARMACY,"589 SUTTER AVE. BROOKLYN, NY 11207-0000",31364,2012-07-16,2015-07-01,2018-02-12,DISCONTINUED,,,,,False,1.0,1.0,40.66918,-73.89727,"589 Sutter Ave, Brooklyn, NY 11207, United States",589,Sutter Ave,East New York,Brooklyn,11207.0,Kings,NY,USA,1,11207,SUZMO,True,SUZMO INC,INDEPENDENT
12704,PHARMACY,SV DRUGS CORP.,SOUTH BRONX PHARMACY,"411 E 138TH ST. BRONX, NY 10454-3004",36490,2018-04-03,2021-04-01,2024-03-31,,48808.0,,,,True,1.0,1.0,40.80905,-73.92235,"411 E 138th St, Bronx, NY 10454, United States",411,E 138th St,Port Morris,Bronx,10454.0,Bronx,NY,USA,1,10454,SV,True,SV DRUGS CORP,INDEPENDENT
12705,PHARMACY,SV WELLNESS PHARMACY INC.,,"2173C 68TH ST. GROUND FLOOR BROOKLYN, NY 11204-0000",36795,2018-08-10,2021-08-01,2024-07-31,,,,,,True,1.0,1.0,40.6124,-73.98347,"2173 68th St, Brooklyn, NY 11204, United States",2173,68th St,Bensonhurst,Brooklyn,11204.0,Kings,NY,USA,1,11204,SV,True,SV WELLNESS PHARMACY INC,INDEPENDENT
12706,PHARMACY,SVA PHARMACY CORP.,TRIANGLE PHARMACY,"119-01 JAMAICA AVENUE RICHMOND HILL, NY 11418-0000",27198,2005-09-20,2020-09-01,2023-08-31,,60729.0,,,,True,1.0,1.0,40.70023,-73.83082,"119-01 Jamaica Ave, Richmond Hill, NY 11418, United States",119-01,Jamaica Ave,Kew Gardens,Richmond Hill,11418.0,Queens,NY,USA,1,11418,SVA,True,SVA PHARMACY CORP,INDEPENDENT
12707,PHARMACY,SVR INC.,RANGEL PHARMACY,"159-12 HARLEM RIVER DRIVE NEW YORK, NY 10039-0000",26505,2004-02-27,2016-03-01,2016-02-29,TRANSFER,,,34341,RANGEL PHARMACY INC./ RANGEL PHARMACY,False,1.0,1.0,40.8320505,-73.9355373,"159-12 Harlem River Dr W, New York, NY 10039, United States",159-12,Harlem River Dr W,Washington Heights South,New York,10039.0,New York,NY,USA,1,10039,SVR,True,SVR INC,INDEPENDENT
12709,PHARMACY,SWADESHBD RX INC,QUEENS VALLEY PHARMACY & SUPERMARKET,"17025 HILLSIDE AVE. JAMAICA, NY 11432-0000",38545,2021-02-25,2021-02-25,2024-01-31,,42556.0,,,,True,1.0,1.0,40.7113251,-73.7917433,"17025 Hillside Ave, Jamaica, NY 11432, United States",17025,Hillside Ave,Jamaica Estates,Jamaica,11432.0,Queens,NY,USA,1,11432,SWADESHBD,False,SWADESHBD RX INC,INDEPENDENT
12710,PHARMACY,SWAMI KRUPA CORP.,FAMILY CARE PHARMACY,"1187 GRAND CONCOURSE BRONX, NY 10452-0000",25668,2003-04-08,2010-05-01,2012-02-29,DISCONTINUED,,,,,False,1.0,1.0,40.83427,-73.91836,"1187 Grand Concourse, Bronx, NY 10452, United States",1187,Grand Concourse,Concourse,Bronx,10452.0,Bronx,NY,USA,1,10452,SWAMI,True,SWAMI KRUPA CORP,INDEPENDENT
12711,PHARMACY,SWAMI NARAYAN PHARMACY INC.,SUPER VALUE PHARMACY,"3457 BOSTON RD. BRONX, NY 10469-0000",23460,1998-03-05,2010-04-01,2012-03-08,DISCONTINUED,,,,,False,1.0,1.0,40.87651,-73.84848,"3457 Boston Rd, Bronx, NY 10469, United States",3457,Boston Rd,Williamsbridge,Bronx,10469.0,Bronx,NY,USA,1,10469,SWAMI,True,SWAMI NARAYAN PHARMACY INC,INDEPENDENT
12712,PHARMACY,SWAMISHREEJI CORP.,COMMUNITY CARE PHARMACY,"979 WESTCHESTER AVE. BRONX, NY 10459-0000",25157,2001-11-08,2010-12-01,2012-04-30,DISCONTINUED,,,,,False,1.0,1.0,40.82322,-73.89508,"979 Westchester Ave, Bronx, NY 10459, United States",979,Westchester Ave,Longwood,Bronx,10459.0,Bronx,NY,USA,1,10459,SWAMISHREEJI,True,SWAMISHREEJI CORP,INDEPENDENT
12713,PHARMACY,SWAN PHARMACY INC.,,"650 FRANKLIN AVENUE BROOKLYN, NY 11238-0000",26399,2004-02-04,2013-03-01,2014-07-11,DISCONTINUED,,,,,False,1.0,1.0,40.67617,-73.95613,"650 Franklin Ave, Brooklyn, NY 11238, United States",650,Franklin Ave,Crown Heights,Brooklyn,11238.0,Kings,NY,USA,1,11238,SWAN,True,SWAN PHARMACY INC,INDEPENDENT
12714,PHARMACY,SWIFTWAY PHARMACY INC.,,"91-05 63RD. DR. REGO PARK, NY 11374-0000",26330,2003-11-25,2007-12-01,2008-06-02,TRANSFER,,,28906,GLOBAL PHARMACY & HOMECARE INC./ SWIFTWAY PHARMACY,False,1.0,1.0,40.7263877,-73.8649353,"91-05 63rd Dr, Rego Park, NY 11374, United States",91-05,63rd Dr,Rego Park,Rego Park,11374.0,Queens,NY,USA,1,11374,SWIFTWAY,True,SWIFTWAY PHARMACY INC,INDEPENDENT
12715,PHARMACY,SY PHARMACY INC.,,"241 WEST 116TH STREET NEW YORK, NY 10026-1922",30720,2011-06-06,2017-06-01,2019-10-15,DISCONTINUED,,,,,False,1.0,1.0,40.80417,-73.95435,"241 W 116th St, New York, NY 10026, United States",241,W 116th St,Harlem,New York,10026.0,New York,NY,USA,1,10026,SY,True,SY PHARMACY INC,INDEPENDENT
12716,PHARMACY,SYL-JAN DRUG CORP.,THRIFT DRUG PHARMACY,"270 I DUFFY AVE. HICKSVILLE, NY 11801-0000",11216,2066-03-15,2007-04-01,2008-10-29,DISCONTINUED,,,,,False,1.0,1.0,40.76317,-73.54074,"270 Duffy Ave, Hicksville, NY 11801, United States",270,Duffy Ave,,Hicksville,11801.0,Nassau,NY,USA,1,11801,SYL-JAN,True,SYL-JAN DRUG CORP,INDEPENDENT
12717,PHARMACY,SYLHET PHARMACY LLC.,,"80-01 101ST. AVE. OZONE PARK, NY 11416-0000",33117,2014-11-18,2020-11-01,2023-10-31,,47135.0,,,,True,1.0,1.0,40.68083,-73.85875,"80-01 101st Ave, Ozone Park, NY 11416, United States",80-01,101st Ave,Ozone Park,Ozone Park,11416.0,Queens,NY,USA,1,11416,SYLHET,True,SYLHET PHARMACY LLC,INDEPENDENT
12720,PHARMACY,SYMART DRUG CO. INC.,PRESCRIPTION CENTER OF OSSINING,"162 CROTON AVE. OSSINING, NY 10562-0000",14947,1975-02-01,2022-03-01,2025-02-28,,52357.0,,,,True,1.0,1.0,41.1666,-73.84985,"162 Croton Ave, Ossining, NY 10562, United States",162,Croton Ave,,Ossining,10562.0,Westchester,NY,USA,1,10562,SYMART,True,SYMART DRUG CO INC,INDEPENDENT
12728,PHARMACY,SYPRAM CORP.,AKSHAR PHARMACY,"2200 GRAND CONCOURSE BRONX, NY 10457-0000",26706,2004-07-09,2010-07-01,2013-04-30,TRANSFER,,,31897,SHIVSHAKTI RX LLC./ AKSHAR PHARMACY,False,1.0,1.0,40.85569,-73.90054,"2200 Grand Concourse, Bronx, NY 10457, United States",2200,Grand Concourse,Mount Hope,Bronx,10457.0,Bronx,NY,USA,1,10457,SYPRAM,True,SYPRAM CORP,INDEPENDENT
12731,PHARMACY,SYRACUSE COMMUNITY HEALTH PHARMACY LLC,,"819 SOUTH SALINA ST. SUITE B SYRACUSE, NY 13202-0000",37465,2019-06-19,2022-06-01,2025-05-31,,,,,,True,1.0,1.0,43.03972,-76.14994,"819 S Salina St, Syracuse, NY 13202, United States",819,S Salina St,Southwest,Syracuse,13202.0,Onondaga,NY,USA,1,13202,SYRACUSE,True,SYRACUSE COMMUNITY HEALTH PHARMACY LLC,INDEPENDENT
12732,PHARMACY,SYRACUSE COMMUNITY PHARMACY INC.,,"819 SOUTH SALINA ST. SYRACUSE, NY 13202-0000",23202,1997-03-12,2007-04-01,2009-03-09,TRANSFER,,,29357,TROPICAL PHARMACY INC/ TROPICAL PHARMACY,False,1.0,1.0,43.03972,-76.14994,"819 S Salina St, Syracuse, NY 13202, United States",819,S Salina St,Southwest,Syracuse,13202.0,Onondaga,NY,USA,1,13202,SYRACUSE,True,SYRACUSE COMMUNITY PHARMACY INC,INDEPENDENT
12734,PHARMACY,SYRACUSE UNIVERSITY HEALTH SERVICE,,"C/O PHARMACY 150 SIMS DRIVE SYRACUSE, NY 13244-0000",11131,2066-01-03,2022-02-01,2025-01-31,,,,,,True,1.0,1.0,43.03631,-76.13486,"150 Sims Dr, Syracuse, NY 13244, United States",150,Sims Dr,University Hill,Syracuse,13244.0,Onondaga,NY,USA,1,13244,SYRACUSE,True,SYRACUSE UNIVERSITY HEALTH SERVICE,PUBLIC
12741,PHARMACY,T M PHARMACY INC.,SOMERS PHARMACY,"THE BAILEY COURT 336 RT. 202 BLDG. B, FIRST FL. SOMERS, NY 10589-0000",17322,1981-11-30,2019-12-01,2022-11-30,,,,,,True,1.0,1.0,41.32725,-73.68574,"336 Route 202, Somers, NY 10589, United States",336,Route 202,,Somers,10589.0,Westchester,NY,USA,1,10589,T,True,T M PHARMACY INC,INDEPENDENT
12744,PHARMACY,T.J. MICHAELS INC.,LINDEN PARK PHARAMCY,"82-43 153RD AVE. HOWARD BEACH, NY 11414-0000",21581,1993-03-01,2022-04-01,2025-03-31,,41096.0,,,,True,1.0,1.0,40.6663469,-73.8511008,"82-43 153rd Ave, Howard Beach, NY 11414, United States",82-43,153rd Ave,Lindenwood,Howard Beach,11414.0,Queens,NY,USA,1,11414,T.J.,True,TJ MICHAELS INC,INDEPENDENT
12747,PHARMACY,T.L.T. DRUG CORPORATION,SOUTH BRONX PHARMACY & SURGICAL SUPPLY,"411 EAST 138TH ST. BRONX, NY 10454-0000",24710,2000-06-12,2005-01-01,2007-03-06,TRANSFER,,,28058,HISPANIOLA PHARMACEUTICAL GROUP INC./ SOUTH BRONX PHARMACY,False,1.0,1.0,40.80905,-73.92235,"411 E 138th St, Bronx, NY 10454, United States",411,E 138th St,Port Morris,Bronx,10454.0,Bronx,NY,USA,1,10454,T.L.T.,True,TLT DRUG CORPORATION,INDEPENDENT
12750,PHARMACY,"T&N PHARMACY, INC.",,"2570 EAST 17TH STREET BROOKLYN, NY 11235-0000",29829,2009-12-28,2021-12-01,2024-11-30,,52466.0,,,,True,1.0,1.0,40.58842,-73.95276,"2570 E 17th St, Brooklyn, NY 11235, United States",2570,E 17th St,Sheepshead Bay,Brooklyn,11235.0,Kings,NY,USA,1,11235,T&N,True,T&N PHARMACY INC,INDEPENDENT
12751,PHARMACY,TA CHENG CHANG'S INC.,FOREST DRUGS,"112-53 QUEENS BLVD. FOREST HILLS, NY 11375-0000",19631,1987-12-23,2008-01-01,2009-04-16,TRANSFER,,,29408,MSB RX CORP./ FOREST DRUGS,False,1.0,1.0,40.7180829,-73.835762,"112-53 Queens Blvd, Forest Hills, NY 11375, United States",112-53,Queens Blvd,Forest Hills,Forest Hills,11375.0,Queens,NY,USA,1,11375,TA,True,TA CHENG CHANG'S INC,INDEPENDENT
12752,PHARMACY,TABLET PHARMACY CORP.,,"64-13 FRESH POND RD. RIDGEWOOD, NY 11385-0000",38269,2020-07-29,2020-07-29,2021-10-30,DISCONTINUED,,,,,False,1.0,1.0,40.71004,-73.89879,"64-13 Fresh Pond Rd, Ridgewood, NY 11385, United States",64-13,Fresh Pond Rd,Ridgewood,Ridgewood,11385.0,Queens,NY,USA,1,11385,TABLET,True,TABLET PHARMACY CORP,INDEPENDENT
12753,PHARMACY,TABLET RX CORP.,TABLET RX,"122 BAY RIDGE AVE BROOKLYN, NY 11220-0000",39231,2022-01-26,2022-01-26,2024-12-31,,61330.0,,,,True,1.0,1.0,40.63732,-74.03149,"122 Bay Ridge Ave, Brooklyn, NY 11220, United States",122,Bay Ridge Ave,Bay Ridge & Fort Hamilton,Brooklyn,11220.0,Kings,NY,USA,1,11220,TABLET,True,TABLET RX CORP,INDEPENDENT
12756,PHARMACY,TACONIC PHARMACY INC.,TACONIC PHARMACY,"3659 LEE RD JEFFERSON VALLEY, NY 10535-0000",30654,2011-03-23,2020-03-01,2023-02-28,,60663.0,,,,True,1.0,1.0,41.33236,-73.80974,"3659 Lee Rd, Jefferson Valley, NY 10535, United States",3659,Lee Rd,,Jefferson Valley,10535.0,Westchester,NY,USA,1,10535,TACONIC,True,TACONIC PHARMACY INC,INDEPENDENT
12758,PHARMACY,"TAFT'S PHARMACY, INC.",KENBY PHARMACY,"6024 5TH AVE. BROOKLYN, NY 11220-0000",35266,2017-03-02,2020-03-01,2023-02-28,,52055.0,,,,True,1.0,1.0,40.63914,-74.01693,"6024 5th Ave, Brooklyn, NY 11220, United States",6024,5th Ave,Sunset Park,Brooklyn,11220.0,Kings,NY,USA,1,11220,TAFT'S,True,TAFT'S PHARMACY INC,INDEPENDENT
12759,PHARMACY,"TAGLIA OPERATIONS, INC.",TAG'S PHARMACY/JOHN TAG'S PHARMACY,"101 GUY PARK AVE. AMSTERDAM, NY 12010-0000",25263,2002-03-22,2007-04-01,2007-08-29,DISCONTINUED,,,,,False,1.0,1.0,42.9424069,-74.1958006,"101 Guy Park Ave, Amsterdam, NY 12010, United States",101,Guy Park Ave,,Amsterdam,12010.0,Montgomery,NY,USA,1,12010,TAGLIA,True,TAGLIA OPERATIONS INC,INDEPENDENT
12762,PHARMACY,TAINO PHARMACY INC,,"2403 2ND AVE. NEW YORK, NY 10035-0000",27384,2005-09-27,2005-09-27,2008-02-22,TRANSFER,,,28756,"TAINO STAR PHARMACY, INC./ TAINO PHARMACY",False,1.0,1.0,40.80169,-73.93458,"2403 2nd Ave, New York, NY 10035, United States",2403,2nd Ave,East Harlem,New York,10035.0,New York,NY,USA,1,10035,TAINO,True,TAINO PHARMACY INC,INDEPENDENT
12763,PHARMACY,"TAINO STAR PHARMACY, INC.",TAINO PHARMACY,"2403 2ND AVE. NEW YORK, NY 10035-0000",28756,2008-02-22,2017-02-01,2017-08-18,DISCONTINUED,,,,,False,1.0,1.0,40.80169,-73.93458,"2403 2nd Ave, New York, NY 10035, United States",2403,2nd Ave,East Harlem,New York,10035.0,New York,NY,USA,1,10035,TAINO,True,TAINO STAR PHARMACY INC,INDEPENDENT
12764,PHARMACY,TAINO TOWERS PHARMA INC.,TAINO TOWERS PHARMACY,"2253 3RD AVE. NEW YORK, NY 10035-0000",35604,2017-06-28,2020-06-01,2023-05-31,,41301.0,,,,True,1.0,1.0,40.80188,-73.93691,"2253 3rd Ave, New York, NY 10035, United States",2253,3rd Ave,East Harlem,New York,10035.0,New York,NY,USA,1,10035,TAINO,True,TAINO TOWERS PHARMA INC,INDEPENDENT
12765,PHARMACY,TAIRA RX CORP.,FOREST DRUGS,"112-53 QUEENS BLVD. FOREST HILLS, NY 11375-5554",34069,2016-01-14,2016-01-14,2018-05-08,TRANSFER,,,36567,KZ PHARMACY INC,False,1.0,1.0,40.7180829,-73.835762,"112-53 Queens Blvd, Forest Hills, NY 11375, United States",112-53,Queens Blvd,Forest Hills,Forest Hills,11375.0,Queens,NY,USA,1,11375,TAIRA,True,TAIRA RX CORP,INDEPENDENT
12766,PHARMACY,TAKE CARE PHARMACY INC.,,"2134 STARLING AVE. BRONX, NY 10462-0000",32523,2014-05-19,2020-05-01,2023-04-30,,54361.0,,,,True,1.0,1.0,40.83605,-73.85389,"2134 Starling Ave, Bronx, NY 10462, United States",2134,Starling Ave,Parkchester,Bronx,10462.0,Bronx,NY,USA,1,10462,TAKE,True,TAKE CARE PHARMACY INC,INDEPENDENT
12768,PHARMACY,TAMBE DRUG INC.,BI-WISE DRUGS,"26 W. PARK AVE. LONG BEACH, NY 11561-0000",11190,2066-03-09,2005-01-01,2007-02-28,TRANSFER,,,28266,BI-WISE PHARMACY CORP./ BI-WISE DRUGS,False,1.0,1.0,40.58812,-73.66501,"26 W Park Ave, Long Beach, NY 11561, United States",26,W Park Ave,,Long Beach,11561.0,Nassau,NY,USA,1,11561,TAMBE,True,TAMBE DRUG INC,INDEPENDENT
12769,PHARMACY,TAMMY CARE PHARMACY INC,,"2641 JEROME AVE BRONX, NY 10468-0000",34553,2016-05-04,2019-05-01,2019-09-19,TRANSFER,,,37685,JEROME AVE PHARMACY LLC/ TAMMY CARE PHARMACY,False,1.0,1.0,40.86696,-73.89803,"2641 Jerome Ave, Bronx, NY 10468, United States",2641,Jerome Ave,Fordham Manor,Bronx,10468.0,Bronx,NY,USA,1,10468,TAMMY,True,TAMMY CARE PHARMACY INC,INDEPENDENT
12773,PHARMACY,"TANNENBAUM, RICHARD",JEFFERSON HEIGHTS PHARMACY,"JEFFERSON HGTS. PHARMACY 165 JEFFERSON HEIGHTS CATSKILL, NY 12414-0000",17244,1981-09-14,2010-10-01,2012-07-12,TRANSFER,,,,,False,1.0,1.0,42.23182,-73.87899,"165 Jefferson Hts, Catskill, NY 12414, United States",165,Jefferson Hts,,Catskill,12414.0,Greene,NY,USA,1,12414,"TANNENBAUM,",True,TANNENBAUM RICHARD,INDEPENDENT
12775,PHARMACY,"TAP RX, LLC",PROCARE LTC,"111 EXECUTIVE BLVD. FARMINGDALE, NY 11735-0000",28192,2007-03-26,2022-03-01,2025-02-28,,59226.0,,,,True,1.0,1.0,40.72168,-73.42845,"111 Executive Blvd, Farmingdale, NY 11735, United States",111,Executive Blvd,East Farmingdale,Farmingdale,11735.0,Suffolk,NY,USA,1,11735,TAP,True,TAP RX LLC,INDEPENDENT
12777,PHARMACY,"TAPPAN HEALTHCARE PHARMACY, INC.",TAPPAN PHARMACY,"25 OLD TAPPAN RD. TAPPAN, NY 10983-2420",24997,2001-04-06,2013-05-01,2013-12-16,DISCONTINUED,,,,,False,1.0,1.0,41.02214,-73.94896,"25 Old Tappan Rd, Tappan, NY 10983, United States",25,Old Tappan Rd,Tappan,Tappan,10983.0,Rockland,NY,USA,1,10983,TAPPAN,True,TAPPAN HEALTHCARE PHARMACY INC,INDEPENDENT
12779,PHARMACY,TARGET CORPORATION,TARGET,"C/O PHARMACY 100 WILLOW PARK CENTER FARMINGDALE, NY 11735-1001",26506,2004-01-20,2016-02-01,2016-05-09,TRANSFER,,,,,False,1.0,1.0,40.7508151,-73.4207498,"100 Willow Park Ctr, Farmingdale, NY 11735, United States",100,Willow Park Ctr,East Farmingdale,Farmingdale,11735.0,Suffolk,NY,USA,1,11735,TARGET,False,TARGET CORPORATION,MAJOR CHAIN
12780,PHARMACY,TARGET CORPORATION,TARGET   (T-1011),"C/O PHARMACY 8290 TRANSIT RD. WILLIAMSVILLE, NY 14221-0000",23042,1996-09-18,2016-02-01,2016-04-29,TRANSFER,,,,,False,1.0,1.0,42.99506,-78.69845,"8290 TRANSIT Rd, Buffalo, NY 14221, United States",8290,TRANSIT Rd,,Buffalo,14221.0,Erie,NY,USA,1,14221,TARGET,False,TARGET CORPORATION,MAJOR CHAIN
12781,PHARMACY,TARGET CORPORATION,TARGET   (T-1401),"C/O PHARMACY 519 GATEWAY DRIVE BROOKLYN, NY 11239-2801",25494,2002-10-02,2016-02-01,2016-05-09,TRANSFER,,,,,False,1.0,1.0,40.65278,-73.86951,"519 Gateway Dr, Brooklyn, NY 11239, United States",519,Gateway Dr,Spring Creek,Brooklyn,11239.0,Kings,NY,USA,1,11239,TARGET,False,TARGET CORPORATION,MAJOR CHAIN
12782,PHARMACY,TARGET CORPORATION,TARGET PHARMACY,"C/O PHARMACY 4300 VETERANS MEMORIAL DR BATAVIA, NY 14020-0000",28996,2008-07-01,2016-02-01,2016-05-17,TRANSFER,,,,,False,1.0,1.0,43.01593,-78.20169,"4300 Veterans Memorial Dr, Batavia, NY 14020, United States",4300,Veterans Memorial Dr,,Batavia,14020.0,Genesee,NY,USA,1,14020,TARGET,False,TARGET CORPORATION,MAJOR CHAIN
12783,PHARMACY,TARGET CORPORATION,TARGET   (T-1476),"C/O PHARMACY 340 TOWNE DRIVE FAYETTEVILLE, NY 13066-0000",25478,2002-09-17,2016-02-01,2016-04-29,TRANSFER,,,,,False,1.0,1.0,43.03121,-76.01851,"340 Towne Dr, Fayetteville, NY 13066, United States",340,Towne Dr,,Fayetteville,13066.0,Onondaga,NY,USA,1,13066,TARGET,False,TARGET CORPORATION,MAJOR CHAIN
12784,PHARMACY,TARGET CORPORATION,TARGET PHARMACY,"500 MEDLEY CENTER PKWY IRONDEQUOIT, NY 14622-0000",28013,2006-08-11,2016-02-01,2016-04-29,TRANSFER,,,"034198 CVS ALBANY, LLC/ CVS PHARMACY 17289",,False,1.0,1.0,43.19797,-77.5744,"500 Medley Centre Pkwy, Irondequoit, NY 14622, United States",500,Medley Centre Pkwy,,Irondequoit,14622.0,Monroe,NY,USA,1,14622,TARGET,False,TARGET CORPORATION,MAJOR CHAIN
12785,PHARMACY,TARGET CORPORATION,TARGET  (T-1856),"C/O PHARMACY 2001 SOUTH RD. POUGHKEEPSIE, NY 12601-0000",26817,2004-07-15,2016-02-01,2016-04-01,TRANSFER,,,,,False,1.0,1.0,41.62729,-73.91772,"2001 South Rd, Poughkeepsie, NY 12601, United States",2001,South Rd,,Poughkeepsie,12601.0,Dutchess,NY,USA,1,12601,TARGET,False,TARGET CORPORATION,MAJOR CHAIN
12786,PHARMACY,TARGET CORPORATION,TARGET PHARMACY,"50 ROUTE 17 K NEWBURGH, NY 12550-0000",27715,2006-01-19,2016-02-01,2016-04-01,TRANSFER,,,"034186 CVS ALBANY, LLC/ CVS/PHARMACY #17164",,False,1.0,1.0,41.50412,-74.0633,"50 Route 17K, Newburgh, NY 12550, United States",50,Route 17K,,Newburgh,12550.0,Orange,NY,USA,1,12550,TARGET,False,TARGET CORPORATION,MAJOR CHAIN
12787,PHARMACY,TARGET CORPORATION,TARGET   (T-1271),"C/O PHARMACY 3031 RT. 50 SARATOGA SPRINGS, NY 12866-0000",24763,2000-07-10,2016-02-01,2016-05-17,TRANSFER,,,,,False,1.0,1.0,43.10188,-73.74529,"3031 RT-50, Saratoga Springs, NY 12866, United States",3031,RT-50,,Saratoga Springs,12866.0,Saratoga,NY,USA,1,12866,TARGET,False,TARGET CORPORATION,MAJOR CHAIN
12788,PHARMACY,TARGET CORPORATION,TARGET   (T-1818),"C/O PHARMACY 1150 OLD COUNTRY RD. RIVERHEAD, NY 11901-0000",26288,2003-09-16,2016-02-01,2016-04-26,TRANSFER,,,,,False,1.0,1.0,40.9326,-72.67939,"1150 Old Country Rd, Riverhead, NY 11901, United States",1150,Old Country Rd,,Riverhead,11901.0,Suffolk,NY,USA,1,11901,TARGET,False,TARGET CORPORATION,MAJOR CHAIN
12789,PHARMACY,TARGET CORPORATION,TARGET   (T-1057),"C/O PHARMACY 5622 AMANDA LN. ORCHARD PARK, NY 14127-0000",23430,1997-09-17,2016-02-01,2016-04-29,TRANSFER,,,,,False,1.0,1.0,42.79215,-78.78304,"5622 Amanda Ln, Orchard Park, NY 14127, United States",5622,Amanda Ln,,Orchard Park,14127.0,Erie,NY,USA,1,14127,TARGET,False,TARGET CORPORATION,MAJOR CHAIN
12790,PHARMACY,TARGET CORPORATION,TARGET (T-1318),"C/O PHARMACY 1300 ULSTER AVE. SUITE 227 KINGSTON, NY 12401-0000",24981,2001-02-14,2016-02-01,2016-04-01,,,,,,False,1.0,1.0,41.96645,-73.98474,"1300 Ulster Ave, Kingston, NY 12401, United States",1300,Ulster Ave,,Kingston,12401.0,Ulster,NY,USA,1,12401,TARGET,False,TARGET CORPORATION,MAJOR CHAIN
12791,PHARMACY,TARGET CORPORATION,TARGET   (T-1139),"C/O PHARMACY 999 CORPORATE DR. WESTBURY, NY 11590-0000",23568,1998-01-30,2016-02-01,2016-05-09,TRANSFER,,,,,False,1.0,1.0,40.74179,-73.60029,"999 Corporate Dr, Westbury, NY 11590, United States",999,Corporate Dr,,Westbury,11590.0,Nassau,NY,USA,1,11590,TARGET,False,TARGET CORPORATION,MAJOR CHAIN
12792,PHARMACY,TARGET CORPORATION,TARGET   (T-1798),"C/O PHARMACY 40 W. 225TH ST. #50 BRONX, NY 10463-0000",26808,2004-07-14,2016-02-01,2016-05-09,TRANSFER,,,,,False,1.0,1.0,40.87311,-73.90853,"40 W 225th St, Bronx, NY 10463, United States",40,W 225th St,Marble Hill,Bronx,10463.0,New York,NY,USA,1,10463,TARGET,False,TARGET CORPORATION,MAJOR CHAIN
12793,PHARMACY,TARGET CORPORATION,TARGET   (T-1013),"C/O PHARMACY 2626 DELAWARE AVE. BUFFALO, NY 14216-0000",23037,1996-09-18,2016-02-01,2016-04-29,TRANSFER,,,,,False,1.0,1.0,42.95543,-78.8693,"2626 Delaware Ave, Buffalo, NY 14216, United States",2626,Delaware Ave,North Delaware,Buffalo,14216.0,Erie,NY,USA,1,14216,TARGET,False,TARGET CORPORATION,MAJOR CHAIN
12794,PHARMACY,TARGET CORPORATION,TARGET PHARMACY,"21800 TOWNE CENTER DR. WATERTOWN, NY 13601-0000",28182,2007-01-24,2016-02-01,2016-05-09,TRANSFER,,,"034212 CVS ALBANY, LLC/ CVS PHARMACY 17328",,False,1.0,1.0,43.96992,-75.96166,"21800 Towne Center Dr, Watertown, NY 13601, United States",21800,Towne Center Dr,,Watertown,13601.0,Jefferson,NY,USA,1,13601,TARGET,False,TARGET CORPORATION,MAJOR CHAIN
12795,PHARMACY,TARGET CORPORATION,TARGET PHARMACY,"C/O PHARMACY 1050 RIDGE RD. WEBSTER, NY 14580-0000",27371,2005-06-20,2016-02-01,2016-05-09,TRANSFER,,,,,False,1.0,1.0,43.2113,-77.4509,"1050 Ridge Rd, Webster, NY 14580, United States",1050,Ridge Rd,,Webster,14580.0,Monroe,NY,USA,1,14580,TARGET,False,TARGET CORPORATION,MAJOR CHAIN
12796,PHARMACY,TARGET CORPORATION,TARGET PHARMACY,"815 E. HUTCHINSON RIVER PARKWAY BRONX, NY 10465-0000",32915,2014-07-16,2014-07-16,2016-05-09,TRANSFER,,,,,False,1.0,1.0,40.82355,-73.83742,"815 Hutchinson River Pkwy, Bronx, NY 10465, United States",815,Hutchinson River Pkwy,Throgs Neck-Edgewater Park,Bronx,10465.0,Bronx,NY,USA,1,10465,TARGET,False,TARGET CORPORATION,MAJOR CHAIN
12797,PHARMACY,TARGET CORPORATION,TARGET PHARMACY,"40-24 COLLEGE POINT BLVD. SUITE F600 FLUSHING, NY 11354-0000",30350,2010-09-16,2016-02-01,2016-04-29,TRANSFER,,,,,False,1.0,1.0,40.7572289,-73.8341357,"40-24 College Point Blvd, Flushing, NY 11354, United States",40-24,College Point Blvd,Flushing,Flushing,11354.0,Queens,NY,USA,1,11354,TARGET,False,TARGET CORPORATION,MAJOR CHAIN
12798,PHARMACY,TARGET CORPORATION,TARGET PHARMACY,"2900 VETERANS RD W STATEN ISLAND, NY 10309-0000",27716,2006-01-19,2016-02-01,2016-06-07,TRANSFER,,,"034206 CVS ALBANY, LLC/ CVS PHARMACY 17101",,False,1.0,1.0,40.52804,-74.23385,"2900 Veterans Rd W, Staten Island, NY 10309, United States",2900,Veterans Rd W,Charleston,Staten Island,10309.0,Richmond,NY,USA,1,10309,TARGET,False,TARGET CORPORATION,MAJOR CHAIN
