recId,type,legal_name,trade_name,street_address,registration_number,date_first_registered,registration_begins,registration_ends,establishment_status,supervisor_no,supervisor_name,successor_no,successor_name,active,SeqNumber,seqLength,displayLatitude,displayLongitude,locationLabel,houseNumber,street,district,city,postalCode,county,state,country,zip_code_match,original_zip,name_short,independent
"14279",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #19689,"3864 MAIN STREET WARRENSBURG, NY 12885-1432","36117",2018-02-05,2019-08-01,2022-07-31,,"46564.0",,,,True,"1.0","1.0","43.49674","-73.77521","3864 Main St, Warrensburg, NY 12885, United States","3864",Main St,,Warrensburg,"12885.0",Warren,NY,USA,"1","12885",WALGREEN,False
"14283",PHARMACY,"WALGREEN EASTERN CO., INC.","COMMUNITY, A WALGREENS PHARMACY #20583","66 E. POST RD. 1ST FLOOR WHITE PLAINS, NY 10601-0000","28403",2007-06-22,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","41.02721","-73.76883","66 E Post Rd, White Plains, NY 10601, United States","66",E Post Rd,,White Plains,"10601.0",Westchester,NY,USA,"1","10601",WALGREEN,False
"14287",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #18373,"392-410 PLANDOME RD. MANHASSET, NY 11030-0000","36406",2018-03-12,2019-08-01,2022-07-31,,"54107.0",,,,True,"1.0","1.0","40.79816","-73.69966","392 Plandome Rd, Manhasset, NY 11030, United States","392",Plandome Rd,Manhasset,Manhasset,"11030.0",Nassau,NY,USA,"1","11030",WALGREEN,False
"14289",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #19611,"957 CURRY ROAD ROTTERDAM, NY 12306-0000","36125",2018-02-05,2019-08-01,2022-07-31,,"65786.0",,,,True,"1.0","1.0","42.7873","-73.97126","957 Curry Rd, Rotterdam, NY 12306, United States","957",Curry Rd,,Rotterdam,"12306.0",Schenectady,NY,USA,"1","12306",WALGREEN,False
"14290",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS,"C/O PHARMACY 107 N. MAIN STREET PORT CHESTER, NY 10573-4210","28666",2007-10-23,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","41.00189","-73.66192","107 N Main St, Port Chester, NY 10573, United States","107",N Main St,,Port Chester,"10573.0",Westchester,NY,USA,"1","10573",WALGREEN,False
"14292",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #19911,"1 PALMER AVENUE CORINTH, NY 12822-1121","36127",2018-02-05,2019-08-01,2022-07-31,,"38085.0",,,,True,"1.0","1.0","43.24435","-73.83046","1 Palmer Ave, Corinth, NY 12822, United States","1",Palmer Ave,,Corinth,"12822.0",Saratoga,NY,USA,"1","12822",WALGREEN,False
"14294",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #19760,"C/O PHARMACY 12 PARK DRIVE HORNELL, NY 14843-0000","36260",2018-02-22,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","42.32127","-77.66037","12 Park Dr, Hornell, NY 14843, United States","12",Park Dr,,Hornell,"14843.0",Steuben,NY,USA,"1","14843",WALGREEN,False
"14297",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #17365,"3739 BURGOYNE AVE. HUDSON FALLS, NY 12839-1270","36115",2018-02-05,2019-08-01,2022-07-31,,"40250.0",,,,True,"1.0","1.0","43.31816","-73.5712","3739 Burgoyne Ave, Hudson Falls, NY 12839, United States","3739",Burgoyne Ave,,Hudson Falls,"12839.0",Washington,NY,USA,"1","12839",WALGREEN,False
"14299",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #17182,"97 EAST MAIN ST. CANTON, NY 13617-1445","36169",2018-02-12,2019-08-01,2022-07-31,,,"Type :  PHARMACY             Legal Name :  WALGREEN EASTERN CO., INC.                         Trade Name :  WALGREENS #17182                                   Street Address :   97 EAST MAIN ST.",,,True,"1.0","1.0","44.59699","-75.15243","97 E Main St, Canton, NY 13617, United States","97",E Main St,,Canton,"13617.0",St Lawrence,NY,USA,"1","13617",WALGREEN,False
"14300",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS,"C/O PHARMACY 18 EASTERN BLVD CANANDAIGUA, NY 14424-2219","28428",2007-05-18,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","42.87889","-77.26837","18 Eastern Blvd, Canandaigua, NY 14424, United States","18",Eastern Blvd,,Canandaigua,"14424.0",Ontario,NY,USA,"1","14424",WALGREEN,False
"14303",PHARMACY,"WALGREEN EASTERN CO., INC.",,"C/O PHARMACY 100 EAST MAIN STREET ENDICOTT, NY 13760-0000","36255",2018-02-22,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","42.09472","-76.06452","100 E Main St, Endicott, NY 13760, United States","100",E Main St,,Endicott,"13760.0",Broome,NY,USA,"1","13760",WALGREEN,False
"14305",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #17192,"1415 HEMPSTEAD TPKE ELMONT, NY 11003-0000","36398",2018-03-12,2019-08-01,2022-07-31,,"42412.0",,,,True,"1.0","1.0","40.70693","-73.69313","1415 Hempstead Tpke, Elmont, NY 11003, United States","1415",Hempstead Tpke,,Elmont,"11003.0",Nassau,NY,USA,"1","11003",WALGREEN,False
"14306",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #17466,"173 FAIRVIEW AVENUE HUDSON, NY 12534-0000","36331",2018-03-05,2019-08-01,2022-07-31,,"44740.0",,,,True,"1.0","1.0","42.25775","-73.76718","173 Fairview Ave, Hudson, NY 12534, United States","173",Fairview Ave,,Hudson,"12534.0",Columbia,NY,USA,"1","12534",WALGREEN,False
"14307",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #17260,"3122 MONROE AVENUE ROCHESTER, NY 14618-4606","36225",2018-02-12,2019-08-01,2022-07-31,,"63090.0",,,,True,"1.0","1.0","43.10723","-77.54247","3122 Monroe Ave, Rochester, NY 14618, United States","3122",Monroe Ave,,Rochester,"14618.0",Monroe,NY,USA,"1","14618",WALGREEN,False
"14309",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #18225,"475 STATE ROUTE 17M SUITE 3 MONROE, NY 10950-4170","36341",2018-03-05,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","41.31892","-74.17664","475 State Route 17M, Monroe, NY 10950, United States","475",State Route 17M,,Monroe,"10950.0",Orange,NY,USA,"1","10950",WALGREEN,False
"14310",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #18978,"C/O PHARMACY 15 COLEMAN STREET CHATHAM, NY 12037-0000","36316",2018-03-05,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","42.35444","-73.59685","15 Coleman St, Chatham, NY 12037, United States","15",Coleman St,,Chatham,"12037.0",Columbia,NY,USA,"1","12037",WALGREEN,False
"14312",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #17227,"173 CHURCH STREET SARANAC LAKE, NY 12983-0000","36129",2018-02-05,2019-08-01,2022-07-31,,"57448.0",,,,True,"1.0","1.0","44.32917","-74.13134","173 Church St, Saranac Lake, NY 12983, United States","173",Church St,,Saranac Lake,"12983.0",Franklin,NY,USA,"1","12983",WALGREEN,False
"14313",PHARMACY,"WALGREEN EASTERN CO., INC.",,"C/O PHARMACY 655 EAST MAIN ST. EAST PATCHOGUE, NY 11772-0000","20611",1990-06-28,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","40.76828","-72.99047","655 E Main St, Patchogue, NY 11772, United States","655",E Main St,East Patchogue,Patchogue,"11772.0",Suffolk,NY,USA,"1","11772",WALGREEN,False
"14316",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS,"C/O PHARMACY 2474 HEMPSTEAD TPK EAST MEADOW, NY 11554-0000","29083",2008-08-04,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","40.72389","-73.54327","2474 Hempstead Tpke, East Meadow, NY 11554, United States","2474",Hempstead Tpke,,East Meadow,"11554.0",Nassau,NY,USA,"1","11554",WALGREEN,False
"14317",PHARMACY,"WALGREEN EASTERN CO., INC.",,"C/O PHARMACY 1819 W. GENESEE STREET SYRACUSE, NY 13204-1811","36287",2018-02-22,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","43.05023","-76.1926","1819 W Genesee St, Syracuse, NY 13204, United States","1819",W Genesee St,Tipperary Hill,Syracuse,"13204.0",Onondaga,NY,USA,"1","13204",WALGREEN,False
"14320",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS,"316 BROADWAY KINGSTON, NY 12401-0000","30088",2010-04-13,2019-08-01,2022-07-31,,"46426.0",,,,True,"1.0","1.0","41.92584","-73.99146","316 Broadway, Kingston, NY 12401, United States","316",Broadway,,Kingston,"12401.0",Ulster,NY,USA,"1","12401",WALGREEN,False
"14321",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #19535,"305 COLUMBIA STREET RENSSELAER, NY 12144-2920","36143",2018-02-05,2019-08-01,2022-07-31,,"67089.0",,,,True,"1.0","1.0","42.63447","-73.74548","305 Columbia St, Rensselaer, NY 12144, United States","305",Columbia St,,Rensselaer,"12144.0",Rensselaer,NY,USA,"1","12144",WALGREEN,False
"14322",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS,"78 CROTON AVE. OSSINING, NY 10562-4201","31158",2012-07-13,2019-08-01,2022-07-31,,"60009.0",,,,True,"1.0","1.0","41.16512","-73.85732","78 Croton Ave, Ossining, NY 10562, United States","78",Croton Ave,,Ossining,"10562.0",Westchester,NY,USA,"1","10562",WALGREEN,False
"14326",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS,"C/O PHARMACY 335 MAIN ST JOHNSON CITY, NY 13790-0000","28209",2007-01-03,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","42.1162","-75.95961","335 Main St, Johnson City, NY 13790, United States","335",Main St,,Johnson City,"13790.0",Broome,NY,USA,"1","13790",WALGREEN,False
"14329",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS,"C/O PHARMACY 6785 TRANSIT ROAD. EAST AMHERST, NY 14051-1303","28221",2007-01-08,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","43.03393","-78.69612","6785 TRANSIT Rd, East Amherst, NY 14051, United States","6785",TRANSIT Rd,,East Amherst,"14051.0",Erie,NY,USA,"1","14051",WALGREEN,False
"14331",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS,"C/O PHARMACY 1125 RIDGE RD WEBSTER, NY 14580-0000","29085",2008-08-12,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","43.21021","-77.44662","1125 Ridge Rd, Webster, NY 14580, United States","1125",Ridge Rd,,Webster,"14580.0",Monroe,NY,USA,"1","14580",WALGREEN,False
"14333",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #18064,"7939 BREWERTON ROAD CICERO, NY 13039-0000","36175",2018-02-12,2019-08-01,2022-07-31,,"68459.0",,,,True,"1.0","1.0","43.1549","-76.12373","7939 Brewerton Rd, Cicero, NY 13039, United States","7939",Brewerton Rd,,Cicero,"13039.0",Onondaga,NY,USA,"1","13039",WALGREEN,False
"14334",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #19612,"314 GENESEE ST. AUBURN, NY 13021-3102","36164",2018-02-12,2019-08-01,2022-07-31,,"36216.0",,,,True,"1.0","1.0","42.92155","-76.58542","314 Genesee St, Auburn, NY 13021, United States","314",Genesee St,,Auburn,"13021.0",Cayuga,NY,USA,"1","13021",WALGREEN,False
"14335",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #17643,"8230 CAZENOVIA RD. MANLIUS, NY 13104-0000","36204",2018-02-12,2019-08-01,2022-07-31,,"65602.0",,,,True,"1.0","1.0","42.99126","-75.95761","8230 Cazenovia Rd, Manlius, NY 13104, United States","8230",Cazenovia Rd,,Manlius,"13104.0",Onondaga,NY,USA,"1","13104",WALGREEN,False
"14336",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS,"C/O PHARMACY 1202 PINE AVE. NIAGARA FALLS, NY 14301-0000","22201",1995-02-14,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","43.09509","-79.04842","1202 Pine Ave, Niagara Falls, NY 14301, United States","1202",Pine Ave,,Niagara Falls,"14301.0",Niagara,NY,USA,"1","14301",WALGREEN,False
"14338",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #19732,"4 MAIN STREET SCHAGHTICOKE, NY 12154-0000","36126",2018-02-05,2019-08-01,2022-07-31,,"48985.0",,,,True,"1.0","1.0","42.90643","-73.58503","4 Main St, Schaghticoke, NY 12154, United States","4",Main St,,Schaghticoke,"12154.0",Rensselaer,NY,USA,"1","12154",WALGREEN,False
"14339",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #19816,"2172 PENFIELD RD. PENFIELD, NY 14526-1736","36219",2018-02-12,2019-08-01,2022-07-31,,"65871.0",,,,True,"1.0","1.0","43.13126","-77.442","2172 Penfield Rd, Penfield, NY 14526, United States","2172",Penfield Rd,,Penfield,"14526.0",Monroe,NY,USA,"1","14526",WALGREEN,False
"14340",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #17264,"1344 GERLING STREET SCHENECTADY, NY 12308-1702","36130",2018-02-05,2019-08-01,2022-07-31,,"57146.0",,,,True,"1.0","1.0","42.82324","-73.91114","1344 Gerling St, Schenectady, NY 12308, United States","1344",Gerling St,,Schenectady,"12308.0",Schenectady,NY,USA,"1","12308",WALGREEN,False
"14341",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #17461,"212 N. MAIN ST. PO BOX 449 NORTHVILLE, NY 12134-0000","36208",2018-02-12,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","43.22769","-74.17231","212 N Main St, Northville, NY 12134, United States","212",N Main St,,Northville,"12134.0",Fulton,NY,USA,"1","12134",WALGREEN,False
"14343",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS,"286 WEST MAIN ST. PATCHOGUE, NY 11772-0000","30310",2010-08-18,2019-08-01,2022-07-31,,"43843.0",,,,True,"1.0","1.0","40.76419","-73.02359","286 W Main St, Patchogue, NY 11772, United States","286",W Main St,,Patchogue,"11772.0",Suffolk,NY,USA,"1","11772",WALGREEN,False
"14345",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #05714,"C/O PHARMACY 578 DICK RD. DEPEW, NY 14043-0000","24811",2000-10-12,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","42.91838","-78.73833","578 Dick Rd, Depew, NY 14043, United States","578",Dick Rd,,Depew,"14043.0",Erie,NY,USA,"1","14043",WALGREEN,False
"14348",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #09585,"C/O PHARMACY 430 SPENCERPORT ROAD ROCHESTER, NY 14606-0000","27518",2005-09-20,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","43.17034","-77.70016","430 Spencerport Rd, Rochester, NY 14606, United States","430",Spencerport Rd,,Rochester,"14606.0",Monroe,NY,USA,"1","14606",WALGREEN,False
"14352",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #19494,"92 MAIN STREET HUDSON FALLS, NY 12839-2216","36137",2018-02-05,2019-08-01,2022-07-31,,"43770.0",,,,True,"1.0","1.0","43.29862","-73.58468","92 Main St, Hudson Falls, NY 12839, United States","92",Main St,,Hudson Falls,"12839.0",Washington,NY,USA,"1","12839",WALGREEN,False
"14353",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #19496,"4764 SALINA STREET PULASKI, NY 13142-0000","36221",2018-02-12,2019-08-01,2022-07-31,,"49015.0",,,,True,"1.0","1.0","43.56233","-76.1259","4764 Salina St, Pulaski, NY 13142, United States","4764",Salina St,,Pulaski,"13142.0",Oswego,NY,USA,"1","13142",WALGREEN,False
"14354",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #17717,"116 QUAKER STREET GRANVILLE, NY 12832-0000","36111",2018-02-05,2019-08-01,2022-07-31,,"51013.0",,,,True,"1.0","1.0","43.39575","-73.2639","116 Quaker St, Granville, NY 12832, United States","116",Quaker St,,Granville,"12832.0",Washington,NY,USA,"1","12832",WALGREEN,False
"14358",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS,"6189 ROUTE 31 CICERO, NY 13039-0000","28521",2007-08-10,2019-08-01,2022-07-31,,"58170.0",,,,True,"1.0","1.0","43.17714","-76.09318","6189 State Route 31, Cicero, NY 13039, United States","6189",State Route 31,,Cicero,"13039.0",Onondaga,NY,USA,"1","13039",WALGREEN,False
"14359",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #19495,"635 PITTSFORD VICTOR RD PITTSFORD, NY 14534-0000","36220",2018-02-13,2019-08-01,2022-07-31,,"40900.0",,,,True,"1.0","1.0","43.06141","-77.47837","635 Pittsford Victor Rd, Pittsford, NY 14534, United States","635",Pittsford Victor Rd,,Pittsford,"14534.0",Monroe,NY,USA,"1","14534",WALGREEN,False
"14361",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS,"C/O PHARMACY 2100 RIDGE RD. EAST IRONDEQUOIT, NY 14622-2641","27685",2006-01-13,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","43.20409","-77.56125","2100 Ridge Rd E, Irondequoit, NY 14622, United States","2100",Ridge Rd E,,Irondequoit,"14622.0",Monroe,NY,USA,"1","14622",WALGREEN,False
"14364",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #18376,"205 S CAROLINE ST. HERKIMER, NY 13350-2248","36187",2018-02-12,2019-08-01,2022-07-31,,"43523.0",,,,True,"1.0","1.0","43.022","-74.99211","205 S Caroline St, Herkimer, NY 13350, United States","205",S Caroline St,,Herkimer,"13350.0",Herkimer,NY,USA,"1","13350",WALGREEN,False
"14365",PHARMACY,"WALGREEN EASTERN CO., INC.","COMMUNITY, A WALGREENS PHARMACY #015313","19 BRADHURST AVENUE SUITE L1 HAWTHORNE, NY 10532-0000","31227",2012-06-08,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","41.08803","-73.80128","19 Bradhurst Ave, Hawthorne, NY 10532, United States","19",Bradhurst Ave,Valhalla,Hawthorne,"10532.0",Westchester,NY,USA,"1","10532",WALGREEN,False
"14366",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #02758,"C/O PHARMACY 162 WILDEY ST. TARRYTOWN, NY 10591-2910","27125",2005-03-03,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","41.07962","-73.86497","162 Wildey St, Tarrytown, NY 10591, United States","162",Wildey St,,Tarrytown,"10591.0",Westchester,NY,USA,"1","10591",WALGREEN,False
"14369",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS,"C/O PHARMACY 10 WEST MAIN ST. SMITHTOWN, NY 11787-0000","20203",1989-04-24,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","40.85472","-73.19555","10 W Main St, Smithtown, NY 11787, United States","10",W Main St,Smithtown,Smithtown,"11787.0",Suffolk,NY,USA,"1","11787",WALGREEN,False
"14370",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #19884,"463 ALBANY SHAKER ROAD LOUDONVILLE, NY 12211-1833","36139",2018-02-05,2019-08-01,2022-07-31,,"67914.0",,,,True,"1.0","1.0","42.7064","-73.77636","463 Albany Shaker Rd, Albany, NY 12211, United States","463",Albany Shaker Rd,,Albany,"12211.0",Albany,NY,USA,"1","12211",WALGREEN,False
"14372",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS,"7001 AMBOY RD. STATEN ISLAND, NY 10307-0000","32858",2014-07-11,2019-08-01,2022-07-31,,"39716.0",,,,True,"1.0","1.0","40.51633","-74.23419","7001 Amboy Rd, Staten Island, NY 10307, United States","7001",Amboy Rd,Tottenville,Staten Island,"10307.0",Richmond,NY,USA,"1","10307",WALGREEN,False
"14373",PHARMACY,"WALGREEN EASTERN CO., INC.",WALGREENS #03288,"C/O PHARMACY 650 DELAWARE AVE. BUFFALO, NY 14202-0000","22215",1994-11-04,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","42.9019","-78.87374","650 Delaware Ave, Buffalo, NY 14202, United States","650",Delaware Ave,Allen,Buffalo,"14202.0",Erie,NY,USA,"1","14202",WALGREEN,False
"14375",PHARMACY,"WALGREEN EASTERN CO.,INC",WALGREENS,"3020 ROUTE 50 SARATOGA SPRINGS, NY 12866-0000","28792",2008-01-24,2019-08-01,2022-07-31,,"61825.0",,,,True,"1.0","1.0","43.10113","-73.74685","3020 Route 50, Saratoga Springs, NY 12866, United States","3020",Route 50,,Saratoga Springs,"12866.0",Saratoga,NY,USA,"1","12866",WALGREEN,False
"14377",PHARMACY,"WALGREEN EASTERN CO.,INC.",WALGREEN,"C/O PHARMACY 402 N. MAIN ST. ELMIRA, NY 14901-0000","28787",2008-01-16,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","42.09205","-76.80863","402 N Main St, Elmira, NY 14901, United States","402",N Main St,,Elmira,"14901.0",Chemung,NY,USA,"1","14901",WALGREEN,False
"14378",PHARMACY,"WALGREEN EASTERN CO.,INC.",WALGREENS #19349,"C/O PHARMACY 602 NOTTINGHAM RD. SYRACUSE, NY 13224-0000","36292",2018-02-22,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","43.02176","-76.11048","602 Nottingham Rd, Syracuse, NY 13224, United States","602",Nottingham Rd,,Syracuse,"13224.0",Onondaga,NY,USA,"1","13224",WALGREEN,False
"14379",PHARMACY,"WALGREEN EASTERN CO.,INC.",WALGREENS #17204,"C/O PHARMACY 170 PORT WATSON STREET CORTLAND, NY 13045-0000","36249",2018-02-22,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","42.59872","-76.1661","170 Port Watson St, Cortland, NY 13045, United States","170",Port Watson St,,Cortland,"13045.0",Cortland,NY,USA,"1","13045",WALGREEN,False
"14384",PHARMACY,"WALGREEN EASTERN CO.,INC.",WALGREENS,"C/O PHARMACY 9217 MAIN ST. CLARENCE, NY 14031-0000","28784",2008-01-24,2019-08-01,2022-07-31,,,,,,True,"1.0","1.0","42.9692","-78.64745","9217 Main St, Clarence, NY 14031, United States","9217",Main St,,Clarence,"14031.0",Erie,NY,USA,"1","14031",WALGREEN,False
"14402",PHARMACY,WANTAGH PHARMACY INC,,"1165 WANTAGH AVE WANTAGH, NY 11793-0000","37623",2019-11-13,2019-11-13,2022-10-31,,"35791.0",,,,True,"1.0","1.0","40.6945478","-73.507331","1165 Wantagh Ave, Wantagh, NY 11793, United States","1165",Wantagh Ave,North Wantagh,Wantagh,"11793.0",Nassau,NY,USA,"1","11793",WANTAGH,True
"14411",PHARMACY,WARWICK PHARMACY CORP.,AKINS PHARMACY,"33 MAIN ST WARWICK, NY 10990-0000","39457",2022-04-07,2022-04-07,2025-03-31,,"68222.0",,,,True,"1.0","1.0","41.25714","-74.35971","33 Main St, Warwick, NY 10990, United States","33",Main St,Warwick Village Historic District,Warwick,"10990.0",Orange,NY,USA,"1","10990",WARWICK,True
"14415",PHARMACY,WASHINGTONVILLE PHARMACY INC.,,"6 DEPOT ST. SUITE 105 WASHINGTONVILLE, NY 10992-0000","28235",2007-02-28,2022-02-01,2025-01-31,,,,,,True,"1.0","1.0","41.42564","-74.16699","6 Depot St, Washingtonville, NY 10992, United States","6",Depot St,,Washingtonville,"10992.0",Orange,NY,USA,"1","10992",WASHINGTONVILLE,True
"14417",PHARMACY,WATER STREET PHARMACY INC.,VILLAGE DRUG,"126 MAIN ST. PENN YAN, NY 14527-0000","32684",2014-03-25,2020-03-01,2023-02-28,,"41948.0",,,,True,"1.0","1.0","42.66151","-77.05441","126 Main St, Penn Yan, NY 14527, United States","126",Main St,,Penn Yan,"14527.0",Yates,NY,USA,"1","14527",WATER,True
"14418",PHARMACY,"WATER STREET PHARMACY, INC.",,"14 WATER STREET DUNDEE, NY 14837-0000","26395",2004-03-26,2022-04-01,2025-03-31,,"56467.0",,,,True,"1.0","1.0","42.52396","-76.97727","14 Water St, Dundee, NY 14837, United States","14",Water St,,Dundee,"14837.0",Yates,NY,USA,"1","14837",WATER,True
"14423",PHARMACY,"WATERVLIET PHARMACY ACQUISITION, LLC",CONNECTRX HOMETOWN,"601 19TH ST. WATERVLIET, NY 12189-2002","38416",2020-10-30,2020-10-30,2023-09-30,,"58842.0",,,,True,"1.0","1.0","42.73142","-73.7056","601 19th St, Watervliet, NY 12189, United States","601",19th St,,Watervliet,"12189.0",Albany,NY,USA,"1","12189",WATERVLIET,True
"14432",PHARMACY,"WAYNE DRUG OF PULASKI, INC.",,"24 WEST BRIDGE ST. OSWEGO, NY 13126-0000","19649",1988-02-19,2022-03-01,2025-02-28,,"44387.0",,,,True,"1.0","1.0","43.45614","-76.51176","24 W Bridge St, Oswego, NY 13126, United States","24",W Bridge St,,Oswego,"13126.0",Oswego,NY,USA,"1","13126",WAYNE,True
"14442",PHARMACY,"WAYNE'S PHARMACY, INC.",,"114 SEVENTH ST. GARDEN CITY, NY 11530-0000","20004",1988-11-07,2019-12-01,2022-11-30,,"27607.0",,,,True,"1.0","1.0","40.72449","-73.63658","114 7th St, Garden City, NY 11530, United States","114",7th St,,Garden City,"11530.0",Nassau,NY,USA,"1","11530",WAYNE'S,True
"14456",PHARMACY,"WECARE PHARMACY, INC.",YONKERS PHARMACY,"944 NORTH BROADWAY YONKERS, NY 10701-0000","28859",2008-05-21,2020-05-01,2023-04-30,,"47005.0",,,,True,"1.0","1.0","40.96726","-73.88477","944 N Broadway, Yonkers, NY 10701, United States","944",N Broadway,Northwest Yonkers,Yonkers,"10701.0",Westchester,NY,USA,"1","10701",WECARE,True
"14460",PHARMACY,"WEGMAN'S FOOD MARKETS, INC.",,"C/O PHARMACY 7954 BREWERTON RD. CICERO, NY 13039-0000","23631",1998-04-02,2020-01-01,2022-12-31,,,,,,True,"1.0","1.0","43.15574","-76.12217","7954 Brewerton Rd, Cicero, NY 13039, United States","7954",Brewerton Rd,,Cicero,"13039.0",Onondaga,NY,USA,"1","13039",WEGMAN'S,False
"14461",PHARMACY,"WEGMAN'S FOOD MARKETS, INC.",,"C/O PHARMACY 2833 RIDGE RD. W. ROCHESTER, NY 14626-0000","21595",1993-02-26,2020-01-01,2022-12-31,,,,,,True,"1.0","1.0","43.21013","-77.70466","2833 Ridge Rd W, Rochester, NY 14626, United States","2833",Ridge Rd W,,Rochester,"14626.0",Monroe,NY,USA,"1","14626",WEGMAN'S,False
"14462",PHARMACY,"WEGMAN'S FOOD MARKETS, INC.",,"C/O PHARMACY 500 S. MEADOW  DR. ITHACA, NY 14850-0000","19650",1988-01-22,2020-01-01,2022-12-31,,,,,,True,"1.0","2.0","42.52517","-76.48668","W Meadow Dr, Ithaca, NY 14850, United States",,W Meadow Dr,,Ithaca,"14850.0",Tompkins,NY,USA,"1","14850",WEGMAN'S,False
"14463",PHARMACY,"WEGMAN'S FOOD MARKETS, INC.",,"C/O PHARMACY 7519 OSWEGO RD. LIVERPOOL, NY 13090-0000","19715",1988-02-10,2020-01-01,2022-12-31,,,,,,True,"1.0","1.0","43.1335","-76.22594","7519 Oswego Rd, Liverpool, NY 13090, United States","7519",Oswego Rd,,Liverpool,"13090.0",Onondaga,NY,USA,"1","13090",WEGMAN'S,False
"14464",PHARMACY,"WEGMAN'S FOOD MARKETS, INC.",,"C/O PHARMACY 675 ALBERTA DR. AMHERST, NY 14226-0000","19703",1988-02-10,2020-01-01,2022-12-31,,,,,,True,"1.0","1.0","42.9893","-78.81581","675 Alberta Dr, Amherst, NY 14226, United States","675",Alberta Dr,,Amherst,"14226.0",Erie,NY,USA,"1","14226",WEGMAN'S,False
