type,legal_name,trade_name,street_address,registration_number,date_first_registered,registration_begins,registration_ends,establishment_status,supervisor_no,supervisor_name,successor_no,successor_name
PHARMACY,SHRI DRUG INC,SURE DRUGS,"312 RALPH AVE BROOKLYN, NY 11233-0000",16289,11/27/78,12/1/10,10/10/12,TRANSFER,,,31505,VIJAN PHARMA INC./ SURE DRUGS
PHARMACY,"SHRI GURUDUTTA DRUGS, INC.",ST. PAULS NEIGHBORHOOD PHARMACY,"3750A 3RD AVE. BRONX, NY 10456-0000",37136,3/8/19,3/1/22,2/28/25,,28644,,,
PHARMACY,SHRI HARI RX CORP.,REDWOOD APOTHECARY,"1280 ST NICHOLAS AVE NEW YORK, NY 10033-0000",39447,3/21/22,3/21/22,2/28/25,,31900,,,
PHARMACY,SHRI PHARMACY CORP.,YONKERS PHARMACY,"944 NORTH BROADWAY YONKERS, NY 10701-0000",24423,8/3/99,Not on file,11/4/02,TRANSFER,,,25485,LOKENATH PHARMACY INC./ YONKERS PHARMACY
PHARMACY,SHRIJI PHARMACY INC.,ANKERSON'S PHARMACY,"11 4TH  AVE. MT. VERNON, NY 10550-0000",18672,6/24/85,7/1/10,8/2/11,TRANSFER,,,30757,A & Z DRUG STORE INC./ ANKERSON PHARMACY
PHARMACY,SHRINEETA PHARMACY INC.,AMSTERDAM PHARMACY,"1743 AMSTERDAM AVE. NEW YORK, NY 10031-0000",26316,10/28/03,11/1/13,2/18/16,DISCONTINUED,,,,
PHARMACY,"SIDDHA, INC.",,"129 GATES AVE. BROOKLYN, NY 11238-0000",20412,1/2/90,Not on file,12/31/98,DISCONTINUED,,,,
PHARMACY,SIDDIQUI CORPORATION,THE MEDICINE SHOPPE,"1109 CONEY ISLAND AVE BROOKLYN, NY 11230-0000",33394,3/19/15,3/1/18,9/25/20,TRANSFER,,,38157,RAAVI CORPORATION/ THE MEDICINE SHOPPE
PHARMACY,SIDHI RX INC.,VANDERVEER PHARMACY,"1913 NOSTRAND AVE. BROOKLYN, NY 11226-0000",34068,11/18/15,11/1/21,10/31/24,,56332,,,
PHARMACY,"SIDNEY HILLMAN HEALTH CENTER OF ROCHESTER, THE",,"C/O PHARMACY DEPT. 750 EAST AVE. ROCHESTER, NY 14607-0000",11958,1/2/68,2/1/22,1/31/25,,,,,
PHARMACY,"SIDNEY PHARMACY, INC.",,"122 GRAMATAN AVE. MOUNT VERNON, NY 10550-1206",37324,4/10/19,4/1/22,3/31/25,,45262,,,
PHARMACY,"SIDOTI, CONRAD J.",HUGUENOT PHARMACY,"HUGUENOT PHARMACY 877 HUGUENOT AVENUE STATEN ISLAND, NY 10312-0000",13919,9/11/72,10/1/13,9/13/16,TRANSFER,,,,
PHARMACY,"SIDWIN CHEMISTS, LTD.",DUPLEX DRUG STORE,"133 EAST 58TH STREET SUITE 711 NEW YORK, NY 10022-0000",11760,8/5/67,Not on file,9/14/90,TRANSFER,,,,
PHARMACY,SIEGEL GERALD,MARINE PHARMACY,"2758 GERRITSEN AVE BROOKLYN, NY 11229-0000",8423,12/14/59,Not on file,9/8/88,TRANSFER,,,19946,"MARINE PHARMACY, INC."
PHARMACY,"SIEGEL, IRWIN AND LEVY, JUDITH",ABRIN PHARMACY,"ABRIN PHARMACY 130-26 ROCKAWAY BLVD. S OZONE PARK, NY 11420-0000",18377,11/21/84,Not on file,8/12/93,TRANSFER,,,,
PHARMACY,"SIGNATURE RX, INC.",,"181 SOUTH PLANK RD. UNIT 1 NEWBURGH, NY 12550-0000",28650,12/13/07,12/1/13,8/30/16,DISCONTINUED,,,,
PHARMACY,"SIGNORELLI, ADRIENNE",,"47 MAIN ST. BREWSTER, NY 10509-0000",23564,1/30/98,Not on file,3/2/98,TRANSFER,,,23565,"HOPES DRUG STORE, INC."
PHARMACY,"SILBERSTEIN, L., PHARMACY INC.",W. 14TH ST. PRESCRIPTION CENTER,"312 WEST 14TH ST. NEW YORK, NY 10014-0000",20139,2/23/89,Not on file,10/24/00,TRANSFER,,,24776,S.B.P. PHARMACY CORP./ W. 14TH STREET PRESCRIPTION CENTER
PHARMACY,"SILEEN PHARMACY, INC.",LANGE PHARMACY,"141 CANADA ST. LAKE GEORGE, NY 12845-0000",14117,3/9/73,Not on file,7/2/97,DISCONTINUED,,,,
PHARMACY,SILVER CARE PHARMACY INC,,"3819 UNION ST. UNIT #102 FLUSHING, NY 11354-0000",37179,1/25/19,1/1/22,12/31/24,,,,,
PHARMACY,"SILVER CREEK SUPER PHARMACY, INC.",,"ROUTE 5 & 20 SILVER CREEK, NY 14136-0000",19454,6/5/87,Not on file,4/13/89,DISCONTINUED,,,,
PHARMACY,SILVER LAKE PHARMACY CORP.,PARKWAY PHARMACY,"243-10 MERRICK RD. ROSEDALE, NY 11422-0000",15900,7/25/77,Not on file,4/20/98,TRANSFER,,,23543,DBN PHARMACY INC./ PARKWAY PHARMACY
PHARMACY,SILVER OAK PHARMACY INC.,,"5105 CHURCH AVE BROOKLYN, NY 11203-0000",27964,12/4/07,12/4/07,5/25/10,DISCONTINUED,,,,
PHARMACY,"SILVER PHARMACY, INC.",,"4024 18TH AVE. BROOKLYN, NY 11218-0000",30655,6/30/11,6/1/20,5/31/23,,52408,,,
PHARMACY,SILVER ROD DRUGS INC.,,"1520 AVE. J BROOKLYN, NY 11230-0000",23211,4/9/97,Not on file,4/30/98,TRANSFER,,,23622,DUANE READE/ DUANE READE #183
PHARMACY,SILVER STAR PHARMACY INC.,MICHAEL'S PHARMACY,"531 EAST 7TH STREET BROOKLYN, NY 11218-4801",32925,9/12/14,9/1/20,8/31/23,,59824,,,
PHARMACY,"SIM PHARMACY, INC.",REGO PARK CHEMISTS,"62-22 WOODHAVEN BLVD. REGO PARK, NY 11374-0000",19448,6/1/87,Not on file,7/26/93,DISCONTINUED,,,,
PHARMACY,"SIM, INA SOOK",ACTION PHARMACY,"ACTION PHARMACY 192 MERRITT RD. SOUTH FARMINGDALE, NY 11735-0000",17577,9/29/82,Not on file,7/25/89,DISCONTINUED,,,,
PHARMACY,SIMBA HILL PHARMACY CORP.,ROBINS PHARMACY,"204-14 HILLSIDE AVE. HOLLIS, NY 11423-0000",36875,8/31/18,8/1/21,7/31/24,,51494,,,
PHARMACY,SIMCO PHARMACY INC.,,"59-25 KISSENA BLVD. FLUSHING, NY 11355-5547",32670,4/1/14,4/1/17,5/15/19,DISCONTINUED,,,,
PHARMACY,SIMCO PHARMACY INC.,,"1316 BERGEN STREET BROOKLYN, NY 11213-0000",17201,8/4/81,Not on file,12/31/04,DISCONTINUED,,,,
PHARMACY,SIMON DRUGS INC.,,"1101 FLATBUSH AVE. BROOKLYN, NY 11226-0000",19956,12/7/88,Not on file,2/6/89,DISCONTINUED,,,,
PHARMACY,"SIMON'S PHARMACY, INC.",,"101-17 QUEENS BLVD. FOREST HILLS, NY 11375-0000",25142,10/17/01,Not on file,6/9/04,TRANSFER,,,26555,ZUNAIRA PHARMACY INC./ SIMON'S PHARMACY
PHARMACY,SIMPLEX PHARMACY INC.,,"644 ROGERS AVE BROOKLYN, NY 11226-0000",37974,4/15/20,4/15/20,3/31/23,,68740,,,
PHARMACY,SIMPSON PHARMACY INC.,,"1015 SOUTHERN BLVD. BRONX, NY 10459-0000",32354,12/6/13,12/1/19,11/30/22,,43177,,,
PHARMACY,"SIMPSON, HENRY P., JR.","SIMPSON PHARMACY, THE","THE SIMPSON PHARMACY 53 GLENEIDA AVENUE CARMEL, NY 10512-0000",8910,12/1/60,Not on file,6/17/99,DISCONTINUED,,,,
PHARMACY,SIMS PHARMA INC.,SIMS PHARMACY,"1711 PITKIN AVE. BROOKLYN, NY 11212-0000",32522,3/11/14,3/1/20,2/28/23,,56942,,,
PHARMACY,SIMS PHARMACY INC.,,"1711 PITKIN AVE. BROOKLYN, NY 11212-0000",18312,10/12/84,11/1/13,3/11/14,TRANSFER,,,32522,SIMS PHARMA INC./ SIMS PHARMACY
PHARMACY,SIMZ PHARMACY INC.,,"556 MORRIS AVE BRONX, NY 10451-0000",27385,10/24/05,10/1/17,2/5/18,DISCONTINUED,,,,
PHARMACY,SINA DRUG LLC.,ONCO360,"1985 MARCUS AVE. STE. 120 NEW HYDE PARK, NY 11042-1038",25289,4/2/02,5/1/22,4/30/25,,,,,
PHARMACY,SINAI RX PHARMACY INC.,,"903B SHERIDAN AVE. BRONX, NY 10451-3305",32995,8/14/14,8/14/14,3/14/16,TRANSFER,,,34431,SINAI SERVICES INC./ SINAI RX PHARMACY
PHARMACY,SINAI SERVICES INC.,SINAI RX PHARMACY,"903B SHERIDAN AVE BRONX, NY 10451-3305",34431,3/14/16,3/14/16,4/25/18,TRANSFER,,,36530,VEK SERVICES INC./ SINAI RX PHARMACY
PHARMACY,SINDHU PHARMACY INC.,,"40-02 QUEENS BLVD. SUNNYSIDE, NY 11104-0000",22313,11/30/94,Not on file,2/26/97,TRANSFER,,,23188,SUNNYSIDE PHARMACY INC./ AMERICA RX.COM
PHARMACY,SINE MORA INC.,,"189 GRAND STREET BROOKLYN, NY 11211-0000",26173,11/25/03,12/1/07,3/5/10,DISCONTINUED,,,,
PHARMACY,SING SING CORRECTIONAL FACILITY HOSPITAL,,"C/O PHARMACY 354 HUNTER ST. OSSINING, NY 10562-0000",6533,1/1/31,Not on file,5/17/04,DISCONTINUED,,,,
PHARMACY,"SINGLE, ROBERT G.",CULVER PHARMACY,"CULVER PHARMACY 1392 CULVER RD. ROCHESTER, NY 14609-0000",16944,12/8/80,Not on file,6/12/96,DISCONTINUED,,,,
PHARMACY,SINO CHEMISTS INC.,,"9 DIVISION STREET NEW YORK, NY 10002-0000",12973,7/5/70,Not on file,1/1/87,DISCONTINUED,,,,
PHARMACY,SINO CHEMISTS INC.,,"16 BOWERY NEW YORK, NY 10013-0000",14063,2/10/73,Not on file,6/3/93,DISCONTINUED,,,,
PHARMACY,"SIRI PHARMACY, INC.",,"23 FLATBUSH AVE. BROOKLYN, NY 11217-0000",17607,11/5/82,12/1/19,11/30/22,,28642,,,
PHARMACY,SIRISHA PHARMACY INC.,,"2722 WHITE PLAINS RD. BRONX, NY 10467-0000",18320,10/19/84,11/1/07,2/4/10,TRANSFER,,,29894,TRUPTISUDHIR PHARMACY CORP/ SIRISHA PHARMACY
PHARMACY,"SISKIN, SETH J.",SETH DRUGS,"SETH DRUGS 162 SACANDAGA RD. SCOTIA, NY 12302-0000",6570,1/1/56,Not on file,5/1/96,DISCONTINUED,,,,
PHARMACY,SISTERS OF CHARITY HEALTH CARE,ST. ELIZABETH ANN'S NURSING HOME PHARMACY,"SYSTEM NURSING HOME, INC. C/O PHARMACY 91 TOMPKINS AVE. STATEN ISLAND, NY 10304-0000",21970,12/27/93,1/1/11,11/27/13,,,,,
PHARMACY,SISTERS OF CHARITY HEALTH CARE SYSTEM CORPORATION,SISTERS OF CHARITY MEDICAL CENTER,"SISTERS OF CHARITY MED. CTR.,BAYLEY SETON CAMPUS 75 VANDERBILT AVE. STATEN ISLAND, NY 10304-0000",23620,5/27/98,Not on file,10/16/00,,,,,
PHARMACY,SISTERS OF CHARITY HEALTH CARE SYSTEM CORPORATION,SISTERS OF CHARITY MEDICAL CENTER,"SISTERS OF CHARITY MED. CTR. ST. VINCENTS CAMPUS 355 BARD AVE. STATEN ISLAND, NY 10310-1664",23619,4/27/98,Not on file,10/16/00,,,,,
PHARMACY,"SISTERS OF CHARITY HOSPITAL OF BUFFALO, N.Y",,"ST. JOSEPH CAMPUS 2605 HARLEM RD. CHEEKTOWAGA, NY 14225-0000",29489,6/1/09,6/1/21,5/31/24,,,,,
PHARMACY,"SISTERS OF CHARITY HOSPITAL OF BUFFALO, N.Y.",,"C/O PHARMACY 2157 MAIN ST. BUFFALO, NY 14214-0000",1258,1/1/36,2/1/22,1/31/25,,,,,
PHARMACY,SISTERS OF CHARITY HOSPITAL OF BUFFALO. N.Y.,SISTERS AMBULATORY SURGERY CENTER,"45 SPINDRIFT DRIVE WILLIAMSVILLE, NY 14221-0000",28655,5/13/08,5/1/14,6/13/14,DISCONTINUED,,,,
PHARMACY,SISTO PHARMACY INC.,,"572 GRAND STREET BROOKLYN,, NY 11211-0000",2594,8/24/48,Not on file,4/28/99,TRANSFER,,,24234,FARMACIA JENTE INC./ SISTO PHARMACY
PHARMACY,"SIXTY NOW PHARMACIES, INC.",,"3925 SO. SALINA ST. SYRACUSE, NY 13205-0000",12016,2/5/68,Not on file,4/12/99,DISCONTINUED,,,,
PHARMACY,"SIXTY NOW PHARMACIES, INC.",,"2306 COURT ST. SYRACUSE, NY 13208-0000",10188,11/11/63,Not on file,4/12/99,DISCONTINUED,,,,
PHARMACY,SIYA PHARMACY CORP.,HUDSON PARKWAY PHARMACY,"5700 MOSHOLU AVE BRONX, NY 10471-0000",39159,11/23/21,11/23/21,1/7/22,DISCONTINUED,,,,
PHARMACY,SIYA RX INC,NEW YORK CITY PHARMACY,"206 1ST AVE NEW YORK, NY 10009-0000",38980,9/30/21,9/30/21,8/31/24,,50232,,,
PHARMACY,SJT DRUG CORP.,CORONA CHEMISTS,"105-12 NORTHERN BLVD. CORONA, NY 11368-0000",38586,2/11/21,2/11/21,1/31/24,,53871,,,
PHARMACY,SK PHARMACY INC.,MEDICINE CABINET II PHARMACY & SURGICAL SUPPLIES,"430 EAST 149TH STREET BRONX, NY 10455-0000",31134,5/3/12,5/1/15,4/14/18,DISCONTINUED,,,,
PHARMACY,"SKA PHARMACY, INC.",WYCKOFF DRUGS,"1236 BROADWAY BROOKLYN, NY 11221-0000",23040,11/22/96,Not on file,11/8/99,TRANSFER,,,24424,"WYCKOFF DRUGS, INC."
PHARMACY,SKANEATELES PHARMACY INC.,,"18 WEST GENESEE STREET SKANEATELES, NY 13152-0000",17316,11/19/81,Not on file,1/31/95,TRANSFER,,,22372,"PENN TRAFFIC COMPANY, THE"
PHARMACY,SKG OF NEW YORK INC,HEAVEN AID PHARMACY,"2385 GRAND CONCOURSE BRONX, NY 10468-0000",35718,9/11/17,9/1/20,8/31/23,,43637,,,
PHARMACY,SKILLMAN AVENUE PHARMACY CORP.,,"50-06 SKILLMAN AVENUE WOODSIDE, NY 11377-0000",31793,3/18/13,3/1/22,2/28/25,,50633,,,
PHARMACY,SKILLMAN CHEMISTS CORP.,SUNNYSIDE PHARMACY,"4811 SKILLMAN AVE SUNNYSIDE, NY 11104-1025",39065,10/14/21,10/14/21,9/30/24,,68090,,,
PHARMACY,SKM DRUGS CORP.,SLATER PHARMACY OF CENTER MORICHES,"327 MAIN ST. CENTER MORICHES, NY 11934-0000",19265,10/30/86,Not on file,12/24/96,DISCONTINUED,,,,
PHARMACY,SKS PHARMACY LLC,,"611 LIVONIA AVENUE BROOKLYN, NY 11207-0000",34594,6/1/16,6/1/22,5/31/25,,47235,,,
PHARMACY,SKY PHARMACY INC.,SUPERIOR PHARMACY,"60-10A KISSENA BLVD. FLUSHING, NY 11355-0000",22794,1/31/96,2/1/10,2/14/13,TRANSFER,,,31740,6010 SUPER RX INC./ SUPERIOR PHARMACY
PHARMACY,SKY PHARMACY LLC,,"7114 BAY PARKWAY BROOKLYN, NY 11204-0000",26882,10/25/04,10/1/19,9/30/22,,40610,,,
PHARMACY,"SKY88, LLC",SKYVIEW PHARMACY,"131-07 40TH RD. SUITE E-07 FLUSHING, NY 11354-5205",36619,6/20/18,6/1/21,5/31/24,,,,,
PHARMACY,SKYCARE PHARMACY INC.,,"85-29 GRAND AVE. ELMHURST, NY 11373-0000",35832,11/6/17,11/1/20,10/31/23,,50857,,,
PHARMACY,SKYCARE RX INC,SKYCARE RX PHARMACY,"1267 FOREST AVE. STORES 7 & 8 STATEN ISLAND, NY 10302-2323",37547,8/16/19,8/16/19,7/31/22,,,,,
PHARMACY,SKYCARE RX PHARMACY III INC.,SKYCARE RX PHARMACY,"2236 FOREST AVE STORES #5,#6, STATEN ISLAND, NY 10303-1747",39295,12/22/21,12/22/21,11/30/24,,,,,
PHARMACY,"SKYE MED, LLC",,"18-58 CORNAGG AVE SUITE 101 FAR ROCKAWAY, NY 11691-0000",27765,7/18/06,7/18/06,10/23/09,DISCONTINUED,,,,
PHARMACY,SKYLIGHT PHARMACY INC.,,"153-34 HILLSIDE AVE JAMAICA, NY 11432-3322",39408,2/28/22,2/28/22,1/31/25,,62037,,,
PHARMACY,SKYLINE PHARMACY INC.,,"2123 2ND AVE. NEW YORK, NY 10029-0000",31567,11/30/12,11/1/18,5/22/19,DISCONTINUED,,,,
PHARMACY,SKYPAN PHARMACIES INC,ST. ALBANS PHARMACY,"111-12 MERRICK BLVD. ST. ALBANS, NY 11433-0000",23802,3/15/99,4/1/10,2/27/13,DISCONTINUED,,,,
PHARMACY,"SLATE HILL CHEMISTS, INC.",SLATE HILL NEIGHBORX PHARMACY,"2904 ROUTE 6 SUITES 8-9 SLATE HILL, NY 10973-0000",32072,7/22/13,7/1/22,6/30/25,,,,,
PHARMACY,SLATER PHARMACY INC.,,"407 HAWKINS AVE. LAKE RONKONKOMA, NY 11779-0000",10921,6/28/65,7/1/16,6/11/19,DISCONTINUED,,,,
PHARMACY,SLATER PHARMACY OF MONTAUK INC.,,"EMBASSY ST. MONTAUK HIGHWAY MONTAUK, NY 11954-0000",12527,5/26/69,Not on file,9/2/88,DISCONTINUED,,,,
PHARMACY,SLEEPY HOLLOW PHARMACY INC.,,"95 BEEKMAN AVE #4 SLEEPY HOLLOW, NY 10591-0000",25674,4/22/03,5/1/22,4/30/25,,40064,,,
PHARMACY,"SLEEPY HOLLOW PHARMACY OF IRVINGTON, INC.",IRVINGTON PHARMACY,"46 MAIN STREET IRVINGTON, NY 10533-0000",14237,4/19/73,Not on file,5/19/89,TRANSFER,,,20217,"IRVINGTON-ON-HUDSON PHARMACY, INC./ IRVINGTON PHARMACY"
PHARMACY,"SLISH, KEVIN STEPHEN",RANSOMVILLE PHARMACY,"RANSOMVILLE PHARMACY 3509 RANSOMVILLE ROAD RANSOMVILLE, NY 14131-0000",18042,2/9/84,1/1/05,12/4/06,DISCONTINUED,,,,
PHARMACY,"SLITER, WILLIAM L.",MARATHON PHARMACY,"MARATHON PHARMACY 6 E. MAIN ST. MARATHON, NY 13803-0000",16252,10/16/78,Not on file,6/28/88,TRANSFER,,,,
PHARMACY,"SLOCUM-DICKSON PHARMACY, INC.",,"1729 BURRSTONE RD. NEW HARTFORD, NY 13413-0000",19678,2/5/88,3/1/13,7/9/14,DISCONTINUED,,,,
PHARMACY,SLOPE DRUGS AND SURGICAL SUPPLY INC.,,"406 FIFTH AVE. BROOKLYN, NY 11215-0000",19843,5/31/88,7/1/22,6/30/25,,35814,,,
PHARMACY,"SLOTKIN, IRWIN - SOMERVILLE, ROBERT",FRANWIN PHARMACY,"FRANWIN PHARMACY 127 MINEOLA BLVD. MINEOLA, NY 11501-0000",19412,4/6/87,Not on file,6/9/94,TRANSFER,,,,
PHARMACY,SMART PHARMACY INC.,CORDETTE PHARMACY,"55 WEST 39TH STREET NEW YORK, NY 10018-0000",31978,6/10/13,6/10/13,4/4/16,TRANSFER,,,34390,BIO-DRUG INC./ CORDETTE PHARMACY
PHARMACY,SMART SCRIPTS INC,,"2048 VICTORY BLVD STATEN ISLAND, NY 10314-0000",37368,4/24/19,4/1/22,3/31/25,,54391,,,
PHARMACY,SMART TOV INC,MEGACARE PHARMACY,"8406 37TH AVE JACKSON HEIGHTS, NY 11372-0000",37867,2/19/20,2/19/20,5/30/21,DISCONTINUED,,,,
PHARMACY,SMARTHEALTH PHARMACY LLC,,"551 86TH ST. BROOKLYN, NY 11209-0000",28599,11/8/07,11/1/19,10/31/22,,47836,,,
PHARMACY,"SMARTRX PHARMACY, INC",SMARTRX SPECIALTY PHARMACY,"1706 LEXINGTON AVENUE NEW YORK, NY 10029-0000",36861,10/16/18,10/1/21,9/30/24,,60702,,,
PHARMACY,SMARTSHOP PHARMACY INC.,,"32-17A BEACH CHANNEL DR. FAR ROCKAWAY, NY 11691-0000",34507,5/20/16,5/1/22,4/30/25,,49412,,,
PHARMACY,SMD DRUGS INC.,NEERGAARD PHARMACY,"7323 3RD AVE. BROOKLYN, NY 11209-0000",18041,12/21/83,Not on file,4/13/88,TRANSFER,,,19770,MANER PRESCRIPTION CENTER INC./ NEUGARD PHARMACY & SURGICAL
PHARMACY,SMG DRUGS INC.,REAL PHARMACY,"260-4 SMITHTOWN BLVD. NESCONSET, NY 11767-0000",26681,6/9/04,6/1/10,2/15/13,DISCONTINUED,,,,
PHARMACY,"SMG PHARMACY, INC.",,"332 E. 149TH STREET BRONX, NY 10451-0000",16529,9/12/79,Not on file,4/19/93,TRANSFER,,,21585,"MAXMAR, INC./ SOUTHERN MEDICAL GROUP PHARMACY"
PHARMACY,"SMILE PHARMACY, INC",,"150-07 NORTHERN BLVD FLUSHING, NY 11354-0000",29190,12/8/08,12/1/17,1/4/19,TRANSFER,,,37106,JW SPARK II LLC/ SMILE PHARMACY
WHOLESLR NOT NYS,SMITH & NEPHEW,,"2301 E. ST. ELMO ROAD SUITE 110 AUSTIN, TX 78744-0000",35629,6/22/17,6/22/17,5/31/20,DISCONTINUED,,,,
PHARMACY,"SMITH FAMILY MARKETS, INC.",NICHOLS' SHOP 'N SAVE,"5 MAPLE ROAD PO BOX 329 VOORHEESVILLE, NY 12186-0000",28248,3/7/07,3/7/07,11/17/07,TRANSFER,,,,
PHARMACY,SMITH PHARMACY INC,BELMONT PHARMACY,"102A BELMONT AVE. BROOKLYN, NY 11212-0000",37226,5/6/19,5/1/22,4/30/25,,29262,,,
PHARMACY,SMITH STREET PHARMACY CORPORATION,,"269 MANSION ST. POUGHKEEPSIE, NY 12601-2623",25253,2/19/02,3/1/13,1/14/16,TRANSFER,,,34233,SMITH STREET RX INC/ SMITH STREET PHARMACY
PHARMACY,SMITH STREET RX INC,SMITH STREET PHARMACY,"269 MANSION STREET #3 POUGHKEEPSIE, NY 12601-0000",34233,1/14/16,1/1/19,8/12/20,DISCONTINUED,,,,
PHARMACY,"SMITH, GEORGE",COMPASHIONE PHARMACY,"COMPASHIONE PHARMACY 621 NOSTRAND AVE. BROOKLYN, NY 11216-0000",22984,9/6/96,10/1/16,3/25/17,TRANSFER,,,,
PHARMACY,"SMITH, J.J., & SON PHARMACY INC.",J.J. SMITH & SON PHARMACY,"2950 HEMPSTEAD TPKE. LEVITTOWN, NY 11756-0000",8615,4/28/60,Not on file,6/2/89,TRANSFER,,,20226,2950 DRUG CORP.
PHARMACY,"SMITH, RONALD K.",RKS PROFESSIONAL PHARMACY,"RKS PROFESSIONAL PHARMACY 209 W. 1ST STREET OSWEGO, NY 13126-0000",17017,2/18/81,Not on file,11/25/91,TRANSFER,,,,
PHARMACY,SMITHTOWN PRESCRIPTION CENTER INC.,,"260 MIDDLE COUNTRY RD. SMITHTOWN, NY 11787-0000",14221,5/2/73,6/1/22,5/31/25,,62647,,,
PHARMACY,"SMK PHARMACY, CORP.",NATURE'S FIRST LONG TERM CARE AND COMPOUNDING,"87-02 ROCKAWAY BEACH BLVD ROCKAWAY BEACH, NY 11693-0000",35602,8/11/17,8/1/20,7/31/23,,55089,,,
PHARMACY,"SMK PHARMACY, CORP.",,"87-02 ROCKAWAY BEACH BLVD ROCKAWAY BEACH, NY 11693-0000",27555,12/29/05,12/1/14,8/11/17,DISCONTINUED,,,,
PHARMACY,SMS PHARMACY CORP.,JORGE PHARMACY,"101 SHERMAN AVE. NEW YORK, NY 10034-0000",22261,11/1/94,12/1/19,11/30/22,,40458,,,
PHARMACY,SMS1 PHARMACY CORP,MEDICAL CENTER PHARMACY OF WYANDANCH,"1537 STRAIGHT PATH SUITE 1 WYANDANCH, NY 11798-0000",35915,12/11/17,12/1/20,11/30/23,,,,,
PHARMACY,SNJ PHARMACY INC,,"1552 WATSON AVE BRONX, NY 10472-0000",18760,8/28/85,Not on file,2/8/88,DISCONTINUED,,,,
PHARMACY,"SNS DRUGS, INC.",COMFORT PHARMACY,"63-05 39TH AVE. WOODSIDE, NY 11377-0000",36084,2/6/18,2/1/21,1/31/24,,66320,,,
PHARMACY,"SNT PHARMACY, INC.",Z & T PHARMACY,"2008 WEBSTER AVE. BRONX, NY 10457-0000",22228,10/28/94,Not on file,11/21/95,TRANSFER,,,22641,"MSM PHARMACY, INC./ Z & T PHARMACY"
PHARMACY,SNVK PHARMACY INC.,WEST STREET PHARMACY,"47 WEST 183RD. ST. BRONX, NY 10453-0000",25611,5/29/03,6/1/22,5/31/25,,50754,,,
PHARMACY,"SNYDER PHARMACY, INC.",,"4536 MAIN STREET SNYDER, NY 14226-0000",8050,2/22/59,3/1/22,2/28/25,,33054,,,
PHARMACY,"SNYDER, WILLIAM G.",SNYDER'S PHARMACY,"SNYDER'S PHARMACY 51 NO. MAIN STREET DOLGEVILLE, NY 13329-0000",14614,6/3/74,Not on file,10/31/90,DISCONTINUED,,,,
PHARMACY,"SO, CHANG S.",GREEN CROSS PHARMACY,"GREEN CROSS PHARMACY 81-06 BROADWAY ELMHURST, NY 11373-0000",17439,4/22/82,Not on file,11/18/92,DISCONTINUED,,,,
PHARMACY,SOBO PHARMACY INC.,,"1002 SOUTHERN BLVD. BRONX, NY 10459-0000",18373,11/19/84,Not on file,7/15/98,DISCONTINUED,,,,
PHARMACY,SOBRO PHARMACY INC.,,"2550 THIRD AVE. BRONX, NY 10454-0000",38196,8/14/20,8/14/20,7/31/23,,37814,,,
PHARMACY,"SOCIETY OF THE NEW YORK HOSPITAL, THE","NEW YORK HOSPITAL, THE","C/O PHARMACY 525 EAST 68TH ST. NEW YORK, NY 10021-0000",3992,1/1/31,Not on file,1/28/02,TRANSFER,,,,
PHARMACY,"SOCIETY OF THE NEW YORK HOSPITAL, THE","NEW YORK HOSPITAL, THE","CORNELL MEDICAL CENTER - WESTCHESTER DIVISION 21 BLOOMINGDALE RD. WHITE PLAINS, NY 10605-0000",6327,1/1/31,Not on file,1/28/02,,,,,
PHARMACY,"SODUS PHARMACY, INC.",,"4 E. MAIN ST. SODUS, NY 14551-0000",14832,1/1/75,Not on file,1/25/93,TRANSFER,,,21515,SABIR KHAN INC./ SODUS PHARMACY
PHARMACY,SOEY RX INC.,LOWEN'S PHARMACY,"6902 THIRD AVE. BROOKLYN, NY 11209-0000",31018,1/9/12,1/1/21,12/31/23,,56560,,,
PHARMACY,SOHAN RX INC,AVENUE C PHARMACY,"178 AVENUE C NEW YORK, NY 10009-0000",33360,1/23/15,1/1/21,12/31/23,,52454,,,
PHARMACY,"SOHN CHEMISTS, INC.",CARLYLE DRUGS,"44-08 KISSENA BLVD. FLUSHING, NY 11355-0000",19470,6/25/87,Not on file,4/11/96,TRANSFER,,,22852,"SUNRISE PHARMACY, INC./ QUEENS HEALTH PHARMACY"
PHARMACY,SOHO PHARMACY INC.,,"23 6TH AVE. NEW YORK, NY 10013-0000",20785,11/19/90,Not on file,12/12/96,TRANSFER,,,23089,JOIA PHARMACY INC./ SOHO PHARMACY
PHARMACY,SOIN & SOIN INCORPORATION,MEDICAL CENTER PHARMACY OF LYNBROOK,"85 ATLANTIC AVE. LYNBROOK, NY 11563-0000",18046,6/8/83,Not on file,10/27/99,DISCONTINUED,,,,
PHARMACY,"SOL'S 4 PHARMACY, INC.",SOL'S PHARMACY,"107-18 37TH DRIVE CORONA, NY 11368-0000",30570,5/11/11,5/1/20,4/30/23,,55772,,,
PHARMACY,"SOL'S PHARMACY, INC.",SOL'S PHARMACY,"1070 SOUTHERN BLVD. BRONX, NY 10459-0000",25840,4/24/03,5/1/13,5/8/14,DISCONTINUED,,,,
PHARMACY,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF,,"YATES COUNTY INC. SECOND FLOOR 418 N. MAIN ST. PENN YAN, NY 14527-0000",13680,3/20/72,4/1/22,3/31/25,,,,,
